Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
"sau khi đọc các nhận xét về những nơi này, tôi đã hy vọng rất cao, cho một món bít tết ngon nhưng rẻ. không nên có cái này không tồn tại. tôi không phải là một trong những đánh giá đúng bình thường, tuy nhiên đây là một trong những nơi được đánh giá cao nhất mà tôi nghĩ rằng tôi đã được một lúc. tôi hiểu rằng ở đây chất lượng thực phẩm là khác nhau nhưng nó không phải là rẻ cho những gì nó là. bạn có thể nhận được nhiều tiền hơn với số tiền tương đương với nước anh, điều đó nói lên điều gì đó. bít tết của tôi đã được nấu chín và khó có thể tin rằng đó là từ hậu môn. không có gì dày dạn trên đĩa, rau gần như thô và rất rẻ. về phía trên, nước sốt được nếm sau một chút muối và rượu vang có giá khá cao. đây không phải là nơi khiến tôi thất vọng chỉ là những đánh giá về việc nó được tạo ra tuyệt vời như thế nào. tôi đã đi bộ phút qua thị trấn để thử nơi này và thực sự không đáng. nếu giá rẻ những gì bạn đang tìm kiếm hãy đi đến những nơi địa phương. trong mắt tôi, tôi thực sự không thấy nó đã được xem rất cao.",0,0,0,3,0,0
"mình thuê xe tay ga đih đi đèo quy nhơn, mọi thứ hoàn hảo. chủ sở hữu nói tiếng anh tốt và địa điểm gần ariport, vì vậy nếu bạn có thời gian, đừng suy nghĩ kỹ và sự cầu xin này có một mức giá tốt, vì vậy đừng lo lắng, hãy hạnh phúc.",0,0,0,0,5,0
"1 quán trà sữa xinh sắn nằm ngay trên đường trần thị kỷ : nhìn từ ngoài thì mình cũng đoán chắc được view bên trong quán như thế nào rồi nhé. hầu như quán có rất nhiều nơi để chụp hình, ngoài cửa vào tầng tầng và ban công của tầng có cái ban để ngồi chắc cũng tại mình bên nhiếp ảnh nên thấy quán có đầu tư về view nên thấy view rất ok ở quán match trà xanh ngon lắm, thấy giá cũng hợp lý tại quán gần khu sinh viên nên rất hợp lý. cũng là nơi để học bài lý tưởng nè. nhân viên phục vụ thân thiên, mấy bạn nữ nhân viên xinh nữa : có dịp sẽ ghé quán :",0,0,0,5,0,0
nơi tốt nhất để thuê xe máy hoặc xe tay ga. họ đưa ra một mức giá tốt và họ sẽ đến giúp bạn nếu bạn có vấn đề với chiếc xe đạp. cảm ơn rất nhiều cho các dịch vụ thân thiện tuyệt vời ,0,0,0,0,5,0
biển quy nhơn vừa trong vừa lắm cá trai quy nhơn vừa khá lại vừa chăm haha chúc anh chủ dịch vụ cho thuê xe máy quy nhơn giá rẻ ngày càng làm ăn phát đạt nhé,0,0,0,0,5,0
"nội thất tuyệt đẹp, chất lượng hoàn toàn vượt xa so với giá mà khách sạn bán. thích hợp cho gia đình cần không gian riêng",0,5,0,0,0,0
"mẫu mã vô cùng đa dạng và bắt mắt, giá cả hợp lí, phục vụ nhiệt tình, chođ 
",0,0,0,0,0,5
"quán phong cách hè phố, thoáng mát, thoải mái, trời mưa ngồi như trở về tuổi thơ . nước ngon, giá trung bình. một số món rẻ hơn mặt bằng chung. menu nhìn rất yêu. món mình thích nhất là trà đào, trà đen machiato và cafe caramel đá xay. riêng cafe cốt dừa khả năng giá rẻ nhấ quy nhơn vớik ly to thật to ",0,0,0,5,0,0
"bán nhiều đồ dùng gia dụng, thực phẩm tươi sống, bánh kẹo, trái cây,... hôm rồi mình có mua ở đây ly trái cây cắt sẵn về ăn, ai ăn xong cũng đau bụng gần chết luôn
",0,0,0,0,0,3
"điểm cộng là đa dạng mẫu mã sản phẩm, có đầy đủ không gian cafe chơi đùa mua sắm các thứ ăn uống
điểm trừ là tết rất đông đợi xếp hàng thanh toán rất lâu",0,0,0,0,0,4
"thấy chủ quán bảo cách ăn là cuốn bánh hỏi với thịt rồi nhúng cháo, chấm nc mắm ăn. cơ mà thịt bánh lên trước aqn xong rồi cháo mới lên , được cái cháo ngon, với hành ăn thơm chứ ko bị hăng. quán đông nên lên đồ lâu",0,0,0,4,0,0
khách sạn quy nhơn gần biển. cửa sổ view rộng. phòng sạch sẽ. nhân viên nhiệt tình và thân thiện.,0,5,0,0,0,0
lúc nhận trả phòng phải chờ thang máy lâu vì khách đông,0,3,0,0,0,0
nước hồ bơi rất lạnh và không sạch,2,0,0,0,0,0
"ồ. mình đã vừa tìm được lại địa chỉ của công ty thuê xe tại quy nhơn này. thiệt tình thì đã có dịp thuê xe tại đây. phải nói là hết sức ưng ý. xe thì mới mà giá lại hợp lý. đội ngũ nhân viên rất nhiệt tình và hiếu khách. phải nói là từ trước giờ mình đến quy nhơn du lịch thì hầu hết di chuyển bằng xe máy nên đã tìm kiếm hết các công ty thuê xe rồi. giờ mới tìm được chổ ưng bụng nhất. du lịch bụi nên mình tiết kiệm được bao nhiêu thì tiết kiệm thôi. phải nói chắc chắn rằng mình sẽ quay lại quy nhơn và tiếp tục ủng hộ a bảo cảm ơn các bạn vì đã cho mình thuê những chiếc xe rất tốt, chuyến đi của nhóm mình rất vui vẻ mình rất hài lòng có dịp quay lại quy nhơn mình sẽ liên hệ các bạn nhé",0,0,0,0,5,0
"có khu hotel và resident tiện cho gia đình có bếp, phòng khách... phòng đẹp, yên tĩnh, view cao đẹp, ăn sáng ok
",0,5,0,0,0,0
mình mua trà sữa đem về lúc ord có thêm chân trâu trắng vs kem chese giák mà về đến nhà thì lại không có chân trâu trắng. mà giá cả thì quá mắc vị thì cũng bình thường không gì đặc sắc. trong khi quy nhơn có nhiều quán gia cả hợp lí mà khá ngon. buôn bán kiểu v ế là đúng  ,0,0,0,1,0,0
"sạch sẻ, gần trung tâm. đi bộ tắm biển.",0,4,0,0,0,0
"nhà tắm vách kính toàn bộ, hơi nguy hiểm nếu trượt chân.",0,3,0,0,0,0
"quy nhơn có nhiều chổ cho thuê xe máy nhưng chưa thấy chổ nào cho thuê xe chuyên nghiệp mà tận tâm như chổ này, xe mới , sạch sẽ bóng loáng, chuẩn bị đầy đủ mũ bảo hiểm và cả áo mưa cho khách, hỏi xin bảng đồ cũng có luôn, còn chuẩn bị list quán ăn ngon trong cốp xe cho khách tiện đi lại nữa. quá sức tuyệt vời",0,0,0,0,5,0
"hóng bên page dalatmilk thấy cung cấp sữa cho ming tea làm sữa tươi trân châu đường đen. sữa dalatmilk thì đỉnh rồi, béo ngậy, không quá ngọt. chỉ hi vọng là trân châu đường đen làm sẽ ngon như mí quán mình đã được thử. giá dùng thử trong ngày và/5 làk ly nhé. sau đó tăng giá bao nhiu thì mình hổng bít hihi. nhưng cũng tầm trênk đó. đến thử lẹ nào",0,0,0,5,0,0
"thái độ phục vụ kém , đồ ăn ra muộn",1,0,0,0,0,0
đi xe khá tốt. ab năm diễn ra suôn sẻ.,0,0,0,0,5,0
"là quán coffe đường phố nhưng khá chất lượng . quán hơi nhỏ , bàn ghế gỗ khá thấp . nhưng đồ uống ở đây được pha chế rất điệu nghệ . có nhiều loại khá ngon , và cũng có một số loại hơi khó uống vì bỏ quá tay bạc hà nên hơi bị hăng . nói chung là giá cả khá hợp lí so với mặt bằng qui nhơn . sẽ ủng hộ quán trong các dịp tới",0,0,0,4,0,0
"big c  đầy đủ  tiện lợi nhất.lịch chiếu phim  mua vé cgv kim cúc plaza- rạp cgv toàn quốc đầy đủ  tiện lợi nhất. rạp cgv kim cúc plaza nằm ở kim cúc plaza, được xây dựng với tiêu chuẩn rạp hollywood, chuẩn âm thanh dolby.1, màn hình lớn, sắc nét. cgv kim cúc plaza ra mắt năm, là rạp chiếu phim đầu tiên của cgv tại bình định, góp phần mang đến loại hình giải trí hết sức đặc sắc với giá vé hấp dẫn. cgv kim cúc plaza cũng đã định hướng thói quen giải trí mới của giới trẻ trong khu vực, mở đường cho số cụm rạp mới sau này.",3,0,0,0,0,3
"giá cả hợp lý trong mùa dịch, chất lượng tốt, có dịp sẽ ghé lại.",0,0,0,0,0,5
"hàng hóa đa dạng phong phú. gửi xe miễn phí
",0,0,0,0,0,4
"quán deco đẹp và dễ thương, ko gian ấm cúng thích hợp đi nhóm nhỏ. đi đông là ko đủ chỗ ngồi vì hơi chật. kem rẻ, khoảng mấy ngìn/ lạng. nhiều vị và topping nhưng cá nhân mình thấy kem bt ko gọi là ngon. bánh dở , mình đã từng ăn thử mấy loại đều ko ngon.bánh trà xanh ngàn lớp, bánh socola ngàn lớp, bánh mousse chanh leo, pudding . ko nên ăn bánh. pudding socola hôm ăn thử thì hết loại trong chai chỉ còn loại take away, ko ngon.",0,0,0,3,0,0
"nhân viên cực nhiệt tình thân thiện... điểm cộng lớn nhất của mình là không gian của tròn ❤️ không gian thư giãn với sắc gỗ pha lẫn ánh đèn vàng ấm áp cảm giác cao cấp, sang trọng nhưng gần gũi, nhẹ nhàng. đúng với tinh thần giải tỏa căng thẳng cho cả cơ thể và tâm hồn   trước khi tìm đến tròn mình rất hay gặp tình trạng đau mỏi vai gáy, ngồi lâu ở phòng làm việc thật sự stress và cần một nơi thư giãn như tròn... đúng là lúc đi hết mình lúc về hết mỏi như lời đồn đó mn    tròn quả nhiên là nơi đáng để trải nghiệm đó: tin mình đi ",5,0,0,0,0,0
"mặc dù kế hoạch của chúng tôi có một số thay đổi và chuyến bay của chúng tôi bị hoãn, chúng tôi đã được đáp ứng như mong đợi và được 
đưa đến khách sạn của chúng tôi ở tp.hcm một cách nhanh chóng và dễ dàng. chúng tôi cũng đã sử dụng chúng để chuyển trở lại của chúng tôi và một lần nữa nhận được một dịch vụ tuyệt vời.",5,0,0,0,5,0
"tôi có những trải nghiệm khá tốt với vinasun, xe sạch và đẹp, tài xế vẫn ổn.",0,0,0,0,4,0
nhân viên bãi đậu xe làm mất thẻ đậu xe mà tôi đã đưa cho anh ta và để chúng tôi chờ đợi khá lâu trong khi họ sắp xếp mọi thứ. theo ý kiến ​​của tôi thì không chuyên nghiệp lắm.,1,0,0,0,0,0
cải tạo bỏ hồ bơi vì nhỏ và không tiện ích,2,0,0,0,0,0
"khi đặt phòng mình đã note rõ số tuổi của trẻ em. booking hiển thị phòng và giá cho ng lớn và trẻ em vẫn có phần note số tuổi và mình đã đặt. tuy nhiên lúc đến khách sạn nhận phòng thì lễ tân yêu cầu phụ thu trẻ em. số tiền không nhiều, nhưng hoặc là khách sạn, hoặc là booking đã ko làm rõ cho khách khi lựa chọn phòng.",0,2,0,0,0,0
"mình từ sài gòn ra và biết đến quán nhờ fb nên đến ăn trưa. - không gian: quán trang trí dễ thương, ấm cúng, sạch sẽ, phù hợp ăn cơm gia đình. - món ăn:  xem review thấy món cơm nướng rất ngon nhưng hiện quán ko phục vụ món này nữa.  mắm ruốc và mắm nêm rất mặn ko hợp khẩu vị gia đình mình.  sườn xào chua ngọt bình thường như cơm nhà ko có gì đặc biệt.  rau củ chấm kho quẹt: kho quẹt rất ngọt.  gà chiên mắm ngon, mình thích món này nhất.  canh mướp thịt bò vừa miệng, thịt bò mềm ngon, mướp ko bị nhớt.  canh chua cá lóc hơi nhạt, ít vị chua. - không hài lòng:  thứ tự lên món: chờ món lâu, lên rải rác từng món, đang ăn phải dừng lại chờ món tiếp. ăn hết xong canh luôn rồip sau nhân viên mới mang lên món cuối cùng là rau củ chấm kho quẹt   thái độ nhân viên: đây là điều sẽ quyết định mình có giới thiệu bạn bè và quay lại hay ko. thật sự từ lúc bước vô cảm thấy rất ấm cúng vì nhân viên gửi xe và phục vụ thân thiện lịch sự. nhưng ko hiểu xui xẻo sao lại lên trúng tầng có bạn phục vụ thật là kỳ luôn. cả nhà đang ngồi ăn mà bạn cứ đứng nhìn chầm chầm trân trân vào. chưa hết, thật là bất lịch sự và vô duyên khi vừa nhìn vừa xì xầm với nhau làm mình cảm thấy rất khó chịu và nuốt ko trôi : ko biết tụi mình có làm phật ý gì bạn ko nữa.. tóm lại sẽ ko quay lại và ko giới thiệu bạn bè tới quán dù quán rất nổi :",0,0,0,2,0,0
"ai mà thíc kiểu đi siêu thị chill chill mà không muốn đi nhìu tầng tăng xông mệt mỏi vcl ra í thì vinmart là lựa chọn thích hợp nè
không gian rộng rãi thực phẩm cũng đa dạng có chỗ ngồi lại
đi buổi hẹn hò đầu tiên hay đi chơi mà đi siêu thị cũng vui với dễ thương lắm nè",0,0,4,0,0,4
"khu vui chơi tuyệt vời cho thanh thiếu niên với nhiều trò chơi vận động như leo núi, bắn cung, chèo thuyền... khu nghỉ dưỡng với các bungalow tinh tế. không khí, khung cảnh tuyệt vời
",5,5,0,0,0,0
"ít chỗ đỗ xe, ăn sáng đơn giản, một số món chưa ngon",0,0,0,2,0,0
"lần đầu trải nghiệm tại nhà hàng kabin khá tuyệt, được các bạn nhân viên tư vấn nhiệt tình. mình đi gia đình nên được ngồi phòng riêng thoải mái. bạn thành long và hiếu phục vụ rất tận tâm.",5,0,5,5,0,0
anh quản lý đẹp trai nhiệt tình. hải sản ok. phục vụ nhah chóng. nhớ mãi món cua huỳnh đế. lần sau sẽ tới nữa,0,0,0,5,0,0
"view thành phố đẹp, đi lại tiện lợi, xe máy cho thuê mới",0,5,0,0,0,0
cảm ơn vì chuyến đi an toàn đến khách sạn của chúng tôi. cả hai chặng chuyển giao đều đúng giờ và đưa chúng tôi đến nơi cần đến một cách an toàn.,0,0,0,0,4,0
món cua của họ rất ngon.,0,0,0,5,0,0
"thêm một tân binh nữa đã lộ diện - ny coffee. cảm nhận đầu tiên về tân binh này là bạn í mang một vẻ khá chất nhưng không chất. chất ở chỗ nào chất ở cách chọn lựa màu sắc cho quán là tông trắng đen xuyên suốt từ chiếc ghế phải có đệm màu đen và sẽ thiếu thốn nếu không nói đến sự trau chuốt đến từng ngóc ngách trong quán. không chất ở chỗ là ở đây đa phần phục vụ những vị khách biết hưởng thụ cuộc sống và cái đẹp vì theo mình quan sát thì ở đây không thể giải trí bằng đanh bài v...v. do đó, những ng yêu cái đẹp hãy đến quán xem thử nhé còn một điều mà mọi người lo ngại ko kém đó là thức uống và giá cả. thì khi đến quán mình và bạn đã gọi trà foam milk:, matcha lattle: khoảng hay sao đó mình qên gòi. khi uống trà thìvij khá lạ không giống những quán khác mình cũng không biết diễn tả làm sao để các bạn hiểu nữa. còn matcha lattle thì thơm mùi matcha khá là ngon đấy. phong cách phục vụ rất tốt nhân viên rất là thân thiện lun í. mình khuyên là hãy đến với bạn ấy vào chủ nhật để thư giản và cảm nhận cuộc sống sau một tuần vật vã. quán đang giảm giá đấy mọi người mau đến kẻo hết nhé",0,0,0,5,0,0
rạp chiếu phim cgv ở đó thoải mái.,4,0,0,0,0,0
các món hải sản tuyệt vời theo mình: cho đến thời điểm hiện tại đây là nới chế biến hải sản rất ngon ở quy nhơn mà mình biết gần trung tâm kêu thử món nào cũng đều ngon rất hợp khẩu vị của mình chỉ có điều vì quán thường rất đông vào giờ cao điểm nên hơi... lộn xộn xíu ,0,0,0,5,0,0
"20k/1 dĩa ốc các loại, bạch tuộc cá nướngk/1 phần, thấy cũng nhiều người ăn nhưng ở đây mình thấy nêm nhạt quá k ngon, nước mắm cũng k ngon m. thấy nhiều ng review khá tốt hôm qua mới đến quán ăn thử nhưng thấy bth k có ấn tượng, không gian chật ngồi vỉa hè. k ngon bằng ốc cô xí",0,0,0,3,0,0
"nghe đồn là đẹp nhưng địa danh này tính phí quá cao.000đ cho một khách tham quan,.000đ cho xe chuyên dụng vận chuyển khách vào tham quan, trẻ em không được miễn phí.... mặc dù đẹp nhưng sẻ không bao giờ vào.
",4,0,0,0,0,0
phòng gia đình nhưng bị tách thành phòng ghép với giường nên kg thích lắm với cùng phòng,0,3,0,0,0,0
"nhân viên tận tình, chu đáo. vị trí tốt, phòng ốc sạch sẽ, cách âm tốt. tôi đã ngủ rất ngon",0,4,0,0,0,0
chỉ gọi một ly latte đá và thực sự không thích nó. quá chua và một chút phô trương cho một cà phê latte. làm tôi hơi nghi ngờ về văn hóa quán cà phê ở việt nam,0,0,0,1,0,0
"tuyệt vời, nhưng mình thích ngọn hải đăng không sơn lại, nhìn cổ kính hơn. đảo rất đẹp, người dân thân thiện
",4,0,0,0,0,0
"địa điểm khách sạn rất tốt, chỉ cần đi bộ xíu là ra biển, gần vincom, gần cafe...",0,5,0,0,0,0
"lần đầu tiên trải nghiệm tại kabin. ấn tượng đầu tiên là nhà hàng có view rất đẹp, tạo cho khách cảm giác thoải mái. menu tuy ít món nhưng rất ngon và đẹp, sẽ quay lại trong tương lai.",0,0,5,5,0,0
"quy nhơn hơi chán, đồ ăn đa phần toàn giá cao, cao hơn những địa điểm du lịch khác
",4,0,0,0,0,0
luôn luôn sử dụng vinasun trong tất cả các chuyến thăm của chúng tôi đến việt nam. các trình điều khiển biết nơi họ sẽ đi và không bao giờ có vấn đề.,0,0,0,0,4,0
"bún bò nạm nước ngon, nạm mềm. quán bán đủ thứ, có bún phở rồi có miến lươn nữa. quán bán đông mà món ra nhanh. nói chung mình duyệt. chắc chắn sẽ quay lại lần sau",0,0,0,5,0,0
"chấmđ cho fleur hotel quy nhơn
 ưu điểm: khách sạn đẹp, đối diện biển, buffet sáng ngon, nhân viên vô cùng ưng ý, thân thiện. đặc biệt chị lễ tân minh hiếu rất đáng yêu.
 điểm trừ nhỏ là cách âm phòng kém quá:
",0,4,0,5,0,0
rất hiệu quả. người lái xe đã ở bên ngoài thiết bị đầu cuối với tên trên thẻ. có mặt tại khách sạn phút sau đó. cảm ơn các bạn,5,0,0,0,5,0
"xin chào tôi là một người thường xuyên đi xe buýt
hôm nay tôi muốn phản ánh về thái độ làm vc của nhân viên thu ngân xe buýt tên vân thuộc chuyến xe buýt nhơn hải
nhìu lần cô vân có hành vi chiếm ghế ngồi của khách đi xe nhất là các b hs và còn có thái độ k tốt như la mắng hành khách  hs  trên xe
chèn ép rất nhiều lần và k có thái độ hối cãi
sự vc trên diễn ra thường xuyên khiến nhiều người rất khó chịu và bực dọc
mong xí nghiệp xem xét và chấn chỉnh
xin cảm ơn",0,0,0,0,2,0
phòng rộng. hát cũng được. trang trí đẹp. giá cũng hơi cao . phục vụ cũng bình thường . ,4,0,0,0,0,0
tôi gửi cho họ hình ảnh của tôi từ di động của tôi và người lái xe đã tìm thấy tôi ngay khi tôi ra khỏi sân bay.,4,0,0,0,0,0
hoàn toàn khuyến khích nơi này tôi sẽ còn trở lại,0,4,0,0,0,0
"xe máy cho thue mới, đẹp. mình hay đi đà lạt nên cần tìm chỗ thuận tiện đi lại và thoáng, vì vậy lúc ở raon thấy phù hơp, lần sau sẽ quay lại cùng bạn bè",0,0,0,0,0,2
"siêu thị big c tiêu chuẩn. cái này không lớn bằng một số cái khác mà tôi đã từng đến nhưng nó có tất cả những thứ cần thiết - trái cây, rau, đồ dùng nhà bếp, đồ gia dụng, tạp hóa, v.v. có cgv ở tầng trên cùng / thứ ba và một loạt các quán cà phê ở tầng trệt. tầng hiện đang được tu sửa. cửa hàng tạp hóa nằm trên tầng. ",0,0,0,0,0,5
"cafê đường phố nhưng chất lượng, với cafê nhiều abrabica và pha chế bằng máy, nơi yêu thích tín đồ cafê... có thể nhận thấy điều đó buổi sáng sớm với nhiều nữ công chức ngồi vỉa hè với ly cafê espresso không đường, buổi tối là nơi hội tụ giới trẻ, các món giải khác ngon đặc trưng như soda việt quốc chanh lắc chocolate tuyết, trà chanh... ly nhựa mang đi tinh tế, thuận tiện..anh chủ quán dễ thương..điêu lạ quán bình dân mở nhạc bằng máy tính nên khách đến được tự mở nhạc mình thích",0,0,0,5,0,0
bình thường. nhà hàng khá đông và đồ ăn cũng bình thường. hợp cho người nước ngoài lần đầu đến thăm quan vn,0,0,3,3,0,0
"giá thực sự tuyệt vời vì nằm ngay bùi viện du lịch. rất nhiều món ăn tuyệt vời để lựa chọn nhưng tôi luôn giới thiệu món tôm ban xe của họ, nó rất ngon. một nơi tuyệt vời nếu bạn đang tìm kiếm một số món ăn ngon của việt nam.",0,0,0,4,0,0
"công viên hoang dã đầu tiên ở quy nhơn đã mở cửa và được vào tham quan rồi nà, vào đây xem được nhiều con thú mà mình chưa thấy đến bao giờ :v thấy quy nhơn có cái này cũng tốt lắm luôn í, có thêm địa điểm vui chơi để mấy bạn nhỏ đi vừa chơi vừa học luôn, thêm nữa là cái cảnh nó cũng đẹp không kém nữa, và lại thêm một địa điểm cho các bạn sống ảo rồi hihihi
",5,0,0,0,0,0
"bến xe buýt nhỏ. có xe buýt đi đến sân bay, nhưng thời gian khoảng cách lớn, vì vậy bạn cần kiểm tra thời gian trước và sử dụng nó. xe buýt ra sân bay có giá.000 đồng một người. taxi.000 đồng",0,0,0,0,3,0
"con người quy nhơn thật là dễ thương và đáng mến, ai cũng chân chất thật thà và vô cùng dễ thương. mình ở khách sạn hoàng hưng đường nguyễn lạc, giá phòngk, khách sạch sẽ và đẹp rất hài lòng. sau đó hỏi thuê xe máy thì lễ tân khách sạn gọi cho mình chổ bạn hoài bảo, mình có nghe dịch vụ bên bạn tốt trước đó qua các bài review quy nhơn trên facebook, dịch vụ của bạn được đánh giá rất cao và sau khi trải nghiệm dịch vụ thì mình có thể cảm nhận đúng như vậy. giao xe rất nhanh chóng, bên khách sạn gọi chỉp sau là chúng mình đã có xe đi rồi. lúc nhận xe thi thái độ phục vụ rất nhiệt tình và niềm nở, tư vấn cho gia đình mình đủ mọi chổ chơi và ăn uống ngon bổ rẻ. còn giới thiệu các tour uy tín bên eo gió kỳ co nữa. xe thì rất mới, sạch sẽ, mũ bảo hiểm rất đáng yêu và thơm. giá cả theo mình là rẻ cho xe sốk và xe gak tính theoh bắt đầu từ lúc mình nhận xe, giao xe tận nơi và lấy xe tận nơi hoàn toàn ko tính thêm phí, mỉnh rất hài lòng khi thuê xe máy ở đây",0,0,0,0,5,0
bữa sáng tuyệt vời với một bát phở gà thật ngon và nhiều thịt. các món ăn khâc cũng rất tuyệt đặc biệt là món chè sương sa hạt lựu.,0,0,0,5,0,0
"hàng hóa phong phú, đa dạng, thái độ phục vụ nhiệt tình.",0,0,0,0,0,4
"dịch vụ rất thuận tiện khi đến du lịch quy nhơn. gần sân bay và có giao, nhận xe tận nơi, giá cả hợp lý. các bạn giao xe máy thân thiện lại còn nhiệt tình chỉ đường và tư vấn các địa điểm vui chơi, ăn uống. like",0,0,0,0,4,0
"xe chạy hơi muộn nhưng đến đúng giờ vì không đón dọc đường, rất thích xe này, màu đẹp dịch vụ tuyệt vời. tài xe phụ xe lịch sự.",0,0,0,0,4,0
"rộng, nhiều mặt hàng, đa dạng phong phú, và ... đắt",0,0,0,0,0,2
"nhớ bingo quá à bingo ơi mình với nhóm bạn ghé quán đầu tiên là vì tò mò, tại ai đi rồi cũng khen mà. mà khen cũng đúng thôi, quán dễ thương quá mà :"", nhóm tụi mình ai cũng thích. quán bé bé xinh xinh, chỉ đủ kê vài cái bàn thôi nhưng điều đó không làm ảnh hưởng gì tới chất lượng đồ ăn, nước uống tại quán cả. bánh ngon lắm nha, bánh nào cũng ngon, nhưng mình thích cảm giác mềm mịn, ngọt dịu lúc miếng bánh flan kem tươi tan ra trên đầu lưỡi lắm luôn ấy.",0,0,0,5,0,0
"nhà xe không tăng giá sau dịch, hỗ trợ bà con khó khăn từ tp.hcm về, giá vé chỉk trong khi các nhà xe khác tăng giá toàntr trở lên. cảm ơn nhà xe",0,0,0,0,5,0
"bán đặc sản bình định: bánh ít, bánh hồng, chả ram, mực một nắng... ngon và rẻ",0,0,0,0,0,5
"địa điểm thuận lợi, nhân viên nhiệt tình, linh hoạt, nên cải tạo hồ bơi vì ko ai sử dụng",0,3,0,0,0,0
quá bình dân giá rẻ . ăn chơi chơi gia đình rất được . mỗi người khẩu vị ăn theo cá nhân của mình quán ăn ngon nhân viên phục vụ rất chi là dễ thương chỉ cho mình địa chỉ ăn ngon đi kì co sao sao rất thân thiện . nhà mình ăn phần ốccon tôm hùm full gạch h nói tới vẫn còn thèm . phàn hàu nướng phô mai trẻ em nhà mình nghiện nhất là món phô mai ở quán này . cháo hải sản ngon lắm nha các bạn full hàu luôn . tổng thiện hại chưa tớitr dậy là mọi người biết độ ngon rẻ ở quy nhơn rồi nha . năm sau sẽ dắt gia đình ra quy nhơn sẽ ghé tiếp,0,0,0,5,0,0
"phòng cách âm chưa tốt lắm, mìnhở ngoài nghe cha con trong phòng nói chuyện lun",0,2,0,0,0,0
"chồng mình ra làm passport tiện ghé quân ún nước. không gian quán đơn giản nhẹ nhàng. nước pha ngon, bánh plan ngon. nếu có dịp sẽ ghé nữa",0,0,0,5,0,0
"thực phẩm đắt tiền, và không có nhiều sự lựa chọn. mặc dù vậy, các cửa hàng mua sắm không rẻ, có thể so sánh với giá chúng tôi biết từ trên tàu.",0,0,0,1,0,0
"ông chủ thân thiện, nhiệt tình, xe đi rất tốt, giá cả bình dân. lần sau mình có quay lại quy nhơn sẽ quay lại đây",0,0,0,0,4,0
"thái độ fuc vụ từ chủ đến nhân viên rất dễ chịu, nhiệt tình và vui vẻ.",0,0,5,5,0,0
"thật sự rất cuốnnnn. sẽ thật đáng tiếc nếu k đi. trải nghiệm của mình tại đây rất tuyệt vời
",5,0,0,0,0,0
"nhà ga mới xây đẹp, rộng rãi tuy nhiên chỉ có nhà vệ sinh nên khá bất tiện khi đông khách.",0,0,0,0,3,0
"tôi và bạn trai của tôi muốn thử sự ấm áp. chúng tôi đã kiểm tra trên tripadvisor nơi tốt nhất và chúng tôi tìm thấy điều này. hóa ra là họ không phục vụ nó. vậy là được rồi. tuy nhiên, chúng tôi đã đặt hàng chân ếch với giá đồng. hoặc ít nhất nó đã được viết như thế này. hóa ra là do nhầm lẫn trong bản dịch tiếng anh và người phục vụ người không nói được tiếng anh đã đưa cho chúng tôi đôi chân với giá đồng. món ăn với giá là ếch nguyên con. chúng tôi đã chỉ ra vị trí này trong menu bằng ngón tay, nhưng người phục vụ và người bạn nói tiếng anh của anh ấy nói rằng chúng tôi đúng, nhưng chúng tôi vẫn phải trả số tiền cao hơn. không chắc là nó không được thực hiện có chủ đích hay không, bởi vì họ không thực sự buồn về sự nhầm lẫn trong thực đơn và người phục vụ của chúng tôi và người phục vụ của chúng tôi đã thực sự phớt lờ hoa kỳ, đặc biệt là khi chúng tôi muốn giải thích toàn bộ tình huống. chúng tôi đã nói với anh ấy rằng có điều gì đó không ổn và anh ấy đã rời đi mà không có giải pháp nào  thức ăn khá ngon,",0,0,0,3,0,0
"thuê xe máy ở đây rất lợi, thứ nhất là xe xịn, xe mới giá rẻ thứ là được giảm giá các dịch vụ như tour kỳ co eo gió và các homestay dễ thương quá trời quá đất luôn",0,0,0,0,4,0
"tôi là một khách hàng thường xuyên đi xe buýt tôi cảm thấy rất bất bình về thái độ phục vụ của tuyến t13 , lịch trình có nhưng mỗi lần chờ xe thì tôi thấy rất bất bình nhất là chuyến giờ khởi hành từ an lão tới bồng sơn nhiều lúc chờ xe tôi thấy sợ vì lúc nào cũng muon gần phút khi hỏi thì lái xe trả lời là ăn sáng không biết giám sát như thế nào tôi không hiểu, nhất là tới ca ông lâm già thì chuyên gia muộn
",0,0,0,0,2,0
"sạch sẽ, hiện đại, đắt tiền. mặc dù đôi khi đẹp hơn so với trung tâm mua sắm ở mỹ, giá bằng hoặc cao hơn. rất vui để duyệt một lần.",0,0,0,0,0,3
"đêm qua tôi đã có niềm vui đến thăm quán bar này và thưởng thức một vài loại bia và bữa tối. các món ăn là phương tây, rất ngon và giá cả hợp lý, như là bia. chắc chắn tôi sẽ ghé thăm đây một lần nữa.",4,0,0,4,0,0
"mực xé sợi tẩm gia vị ở đây cực ngon, mình hay mua combo mực xé sợi và mực ngào để ăn vặt và để sẵn mồi cho chồng mình nhậu, khỏi mắc công chế biến
",0,0,0,5,0,0
